Node_ID	X(mm)	Y(mm)	Z(mm)
15	-2.754807345	-4.650385646	65.250000000
16	-4.045307505	-5.385337452	65.250000000
17	-5.151453509	-6.011276220	65.250000000
18	-6.056287874	-6.543320613	65.250000000
19	-6.735106844	-7.007138952	65.250000000
20	-7.142490869	-7.431097321	65.250000000
21	-7.222278048	-7.770051603	65.250000000
22	-7.186697914	-7.883036145	65.250000000
23	-7.123222768	-7.985296815	65.250000000
24	-6.845754502	-8.212989245	65.250000000
25	-6.288691570	-8.430581090	65.250000000
26	-5.466550087	-8.569767037	65.250000000
27	-4.402195765	-8.589148781	65.250000000
28	-3.120637504	-8.449699250	65.250000000
29	-1.650438013	-8.120829452	65.250000000
30	-0.018653325	-7.591067174	65.250000000
31	1.758200706	-6.876397488	65.250000000
32	3.678973913	-6.017779238	65.250000000
33	5.737746328	-5.036224179	65.250000000
34	7.922384188	-3.938617674	65.250000000
35	10.220612117	-2.732962656	65.250000000
36	12.620058013	-1.428369856	65.250000000
37	15.107974321	-0.034409275	65.250000000
38	17.671010941	1.439435546	65.250000000
39	20.294843496	2.984628868	65.250000000
40	22.963435003	4.595216306	65.250000000
41	25.657438080	6.271119591	65.250000000
42	28.352678335	8.021660233	65.250000000
43	31.018165218	9.874478098	65.250000000
1	31.207939982	9.413888236	67.800000000
2	28.158780599	8.490332511	67.800000000
3	25.166929045	7.478387000	67.800000000
4	22.233069522	6.419720737	67.800000000
5	19.365241386	5.339105624	67.800000000
6	16.575472428	4.251850442	67.800000000
7	13.878085298	3.167244960	67.800000000
8	11.288316490	2.091536407	67.800000000
9	8.821541754	1.029537603	67.800000000
10	6.492651226	-0.014099356	67.800000000
11	4.316010861	-1.034947564	67.800000000
12	2.304922810	-2.027749739	67.800000000
13	0.471718396	-2.986774334	67.800000000
14	-1.176964978	-3.897477235	67.800000000
15	-2.648557430	-4.723410641	67.800000000
16	-3.944183303	-5.443126484	67.800000000
17	-5.054667483	-6.056036941	67.800000000
18	-5.963232325	-6.577435068	67.800000000
19	-6.645491720	-7.033190553	67.800000000
20	-7.056355170	-7.452104974	67.800000000
21	-7.139265003	-7.789575090	67.800000000
22	-7.104844842	-7.902668676	67.800000000
23	-7.042506714	-8.005331924	67.800000000
24	-6.767935539	-8.235347195	67.800000000
25	-6.214331128	-8.458265150	67.800000000
26	-5.395423729	-8.605813334	67.800000000
27	-4.333565442	-8.636468651	67.800000000
28	-3.053274013	-8.511031675	67.800000000
29	-1.582711954	-8.198645428	67.800000000
30	0.051229243	-7.687491463	67.800000000
31	1.831853975	-6.993246671	67.800000000
32	3.757556742	-6.156749741	67.800000000
33	5.822246029	-5.199008183	67.800000000
34	8.013745504	-4.126775681	67.800000000
35	10.319725032	-2.947916306	67.800000000
36	12.727742314	-1.671389715	67.800000000
37	15.224983390	-0.306624321	67.800000000
38	17.798030333	1.137051645	67.800000000
39	20.432506877	2.651259431	67.800000000
40	23.112354574	4.230215248	67.800000000
41	25.818277487	5.874027015	67.800000000
42	28.526266517	7.592225294	67.800000000
43	31.207939982	9.413888236	67.800000000
1	31.225999829	8.905762173	70.350000000
2	28.188417089	8.018567342	70.350000000
3	25.206853814	7.043070158	70.350000000
4	22.282418119	6.020614589	70.350000000
5	19.423346449	4.975709726	70.350000000
6	16.641738697	3.923436858	70.350000000
7	13.951919277	2.872863705	70.350000000
8	11.369080194	1.830053146	70.350000000
9	8.908547414	0.799617470	70.350000000
10	6.585155104	-0.213965620	70.350000000
11	4.413215635	-1.206439308	70.350000000
12	2.405993189	-2.172711671	70.350000000
13	0.575789781	-3.107204712	70.350000000
14	-1.070696082	-3.995468109	70.350000000
15	-2.540494926	-4.801212141	70.350000000
16	-3.834475836	-5.503188448	70.350000000
17	-4.943498017	-6.100944876	70.350000000
18	-5.851033910	-6.609862562	70.350000000
19	-6.533117508	-7.055863549	70.350000000
20	-6.945201296	-7.468002191	70.350000000
21	-7.030663493	-7.802415526	70.350000000
22	-6.997520356	-7.915061160	70.350000000
23	-6.936570621	-8.017608334	70.350000000
24	-6.666087591	-8.248698779	70.350000000
25	-6.118453404	-8.475529660	70.350000000
26	-5.306601907	-8.630174656	70.350000000
27	-4.252304958	-8.671184884	70.350000000
28	-2.979511214	-8.559386194	70.350000000
29	-1.515878737	-8.263828623	70.350000000
30	0.111987370	-7.772446082	70.350000000
31	1.887316225	-7.100574017	70.350000000
32	3.808093800	-6.288747427	70.350000000
33	5.868091641	-5.357850609	70.350000000
34	8.055154526	-4.314482769	70.350000000
35	10.356963310	-3.166342108	70.350000000
36	12.761071493	-1.922202434	70.350000000
37	15.254666481	-0.591314108	70.350000000
38	17.824332385	0.817186981	70.350000000
39	20.455714320	2.295111062	70.350000000
40	23.132811911	3.836862670	70.350000000
41	25.836471142	5.442722408	70.350000000
42	28.542955053	7.122364951	70.350000000
43	31.225999829	8.905762173	70.350000000
1	31.126895721	8.368581529	72.900000000
2	28.111835926	7.518967356	72.900000000
3	25.151364961	6.581483801	72.900000000
4	22.246986973	5.597005019	72.900000000
5	19.407094239	4.589693676	72.900000000
6	16.643809366	3.574356314	72.900000000
7	13.971403329	2.559817121	72.900000000
8	11.404968488	1.551942111	72.900000000
9	8.959724676	0.555138169	72.900000000
10	6.650396587	-0.426297787	72.900000000
11	4.491191217	-1.388284683	72.900000000
12	2.495286009	-2.325905032	72.900000000
13	0.674908130	-3.233746009	72.900000000
14	-0.963205122	-4.097510948	72.900000000
15	-2.425680180	-4.881199213	72.900000000
16	-3.713149891	-5.563821381	72.900000000
17	-4.816544889	-6.145048514	72.900000000
18	-5.719639145	-6.640281025	72.900000000
19	-6.398955963	-7.075388674	72.900000000
20	-6.810642003	-7.479550674	72.900000000
21	-6.898227243	-7.809800430	72.900000000
22	-6.866425408	-7.921598377	72.900000000
23	-6.807022135	-8.023651737	72.900000000
24	-6.541422021	-8.254882950	72.900000000
25	-6.001489614	-8.484531349	72.900000000
26	-5.199366116	-8.645252881	72.900000000
27	-4.156198002	-8.695822355	72.900000000
28	-2.895310988	-8.597237124	72.900000000
29	-1.443785186	-8.318583186	72.900000000
30	0.172148321	-7.847620074	72.900000000
31	1.935720535	-7.199319584	72.900000000
32	3.844546092	-6.413781356	72.900000000
33	5.892284023	-5.511676852	72.900000000
34	8.066845200	-4.499434556	72.900000000
35	10.355968067	-3.384567986	72.900000000
36	12.747249077	-2.175641223	72.900000000
37	15.227925498	-0.881701846	72.900000000
38	17.784633615	0.488331533	72.900000000
39	20.403092351	1.926479481	72.900000000
40	23.067415916	3.427346261	72.900000000
41	25.758655276	4.991375550	72.900000000
42	28.453418131	6.628342181	72.900000000
43	31.126895721	8.368581529	72.900000000
1	30.966045617	7.821414443	75.450000000
2	27.979933207	7.009612811	75.450000000
3	25.046918989	6.110567009	75.450000000
4	22.168875044	5.164610238	75.450000000
5	19.354319682	4.195516482	75.450000000
6	16.615366404	3.217794252	75.450000000
7	13.966198627	2.240016021	75.450000000
8	11.421776252	1.267846243	75.450000000
9	8.997179437	0.305486489	75.450000000
10	6.706992044	-0.642949135	75.450000000
11	4.565285506	-1.573557341	75.450000000
12	2.585122048	-2.481599494	75.450000000
13	0.778627614	-3.361834425	75.450000000
14	-0.847430005	-4.200165298	75.450000000
15	-2.299274331	-4.960959407	75.450000000
16	-3.577322260	-5.623509093	75.450000000
17	-4.672601122	-6.187592795	75.450000000
18	-5.569215724	-6.668584250	75.450000000
19	-6.244215412	-7.092237629	75.450000000
20	-6.654523049	-7.487783486	75.450000000
21	-6.743944551	-7.813242827	75.450000000
22	-6.713503077	-7.923958472	75.450000000
23	-6.655718775	-8.025290571	75.450000000
24	-6.395413796	-8.256075528	75.450000000
25	-5.864134123	-8.487811219	75.450000000
26	-5.073243907	-8.653878888	75.450000000
27	-4.043244318	-8.713368595	75.450000000
28	-2.796812587	-8.627538648	75.450000000
29	-1.360412407	-8.365591366	75.450000000
30	0.240149429	-7.915160707	75.450000000
31	1.988154565	-7.290846836	75.450000000
32	3.880874445	-6.532237896	75.450000000
33	5.911870692	-5.659736123	75.450000000
34	8.069146647	-4.679590870	75.450000000
35	10.340525934	-3.599121532	75.450000000
36	12.713676110	-2.426670092	75.450000000
37	15.175913322	-1.171068901	75.450000000
38	17.713956027	0.158993292	75.450000000
39	20.313628040	1.555757908	75.450000000
40	22.959191058	3.014033889	75.450000000
41	25.631936155	4.534421768	75.450000000
42	28.308853677	6.126772383	75.450000000
43	30.966045617	7.821414443	75.450000000
1	30.777963002	7.276613249	78.000000000
2	27.824341390	6.502172610	78.000000000
3	24.922318037	5.641213572	78.000000000
4	22.074107065	4.733498816	78.000000000
5	19.288330334	3.802397847	78.000000000
6	16.577071771	2.862112909	78.000000000
7	13.954406879	1.920964438	78.000000000
8	11.435144658	0.984415670	78.000000000
9	9.034206810	0.056465922	78.000000000
10	6.766019206	-0.858952535	78.000000000
11	4.644501254	-1.758113483	78.000000000
12	2.682584339	-2.636458012	78.000000000
13	0.892278685	-3.488918877	78.000000000
14	-0.719622882	-4.301625447	78.000000000
15	-2.158947588	-5.039356860	78.000000000
16	-3.425912214	-5.681696867	78.000000000
17	-4.511655035	-6.228519478	78.000000000
18	-5.400624417	-6.695144245	78.000000000
19	-6.070408888	-7.107174249	78.000000000
20	-6.478743501	-7.493845947	78.000000000
21	-6.569780782	-7.814202966	78.000000000
22	-6.540685785	-7.923706233	78.000000000
23	-6.484537255	-8.024184811	78.000000000
24	-6.229697882	-8.254160452	78.000000000
25	-5.707527335	-8.487492113	78.000000000
26	-4.928633948	-8.658366743	78.000000000
27	-3.912870196	-8.726244911	78.000000000
28	-2.682257306	-8.652699934	78.000000000
29	-1.262626506	-8.407097984	78.000000000
30	0.320664515	-7.976975370	78.000000000
31	2.050974985	-7.376553806	78.000000000
32	3.925253449	-6.644866680	78.000000000
33	5.936976806	-5.802021923	78.000000000
34	8.074255405	-4.854086666	78.000000000
35	10.325013358	-3.808182557	78.000000000
36	12.677005405	-2.672424626	78.000000000
37	15.117643278	-1.455425678	78.000000000
38	17.633744965	-0.165640308	78.000000000
39	20.211257096	1.189396400	78.000000000
40	22.834607237	2.604697692	78.000000000
41	25.485344697	4.081014954	78.000000000
42	28.140859747	5.628260192	78.000000000
43	30.777963002	7.276613249	78.000000000
1	30.568146195	6.737024669	80.550000000
2	27.649967653	5.999268189	80.550000000
3	24.781889145	5.175805108	80.550000000
4	21.966443495	4.305800214	80.550000000
5	19.212334195	3.412210084	80.550000000
6	16.531596996	2.508926541	80.550000000
7	13.938181966	1.604019590	80.550000000
8	11.446731588	0.702753307	80.550000000
9	9.071993524	-0.191071425	80.550000000
10	6.828221383	-1.073702036	80.550000000
11	4.729168846	-1.941587479	80.550000000
12	2.787623399	-2.790348204	80.550000000
13	1.015467443	-3.615091844	80.550000000
14	-0.580490720	-4.402187839	80.550000000
15	-2.005691758	-5.116862515	80.550000000
16	-3.260163664	-5.739005494	80.550000000
17	-4.335165115	-6.268579802	80.550000000
18	-5.215495347	-6.720829527	80.550000000
19	-5.879287705	-7.121178046	80.550000000
20	-6.285109504	-7.498826269	80.550000000
21	-6.377523909	-7.813845229	80.550000000
22	-6.349745730	-7.922025936	80.550000000
23	-6.295233662	-8.021534717	80.550000000
24	-6.045977057	-8.250376377	80.550000000
25	-5.533271436	-8.484853270	80.550000000
26	-4.766990389	-8.660025693	80.550000000
27	-3.766337623	-8.735774895	80.550000000
28	-2.552674009	-8.674037484	80.550000000
29	-1.151186615	-8.444381975	80.550000000
30	0.413233958	-8.034264202	80.550000000
31	2.124043159	-7.457511643	80.550000000
32	3.977883531	-6.752563420	80.550000000
33	5.968163468	-5.939225649	80.550000000
34	8.083112630	-5.023381774	80.550000000
35	10.310768550	-4.011953430	80.550000000
36	12.638986965	-2.912825611	80.550000000
37	15.055289787	-1.734389520	80.550000000
38	17.546609743	-0.484863663	80.550000000
39	20.099032191	0.828440263	80.550000000
40	22.697166645	2.200737020	80.550000000
41	25.322836071	3.632920949	80.550000000
42	27.953844859	5.134948983	80.550000000
43	30.568146195	6.737024669	80.550000000
1	30.324390431	6.199729631	83.100000000
2	27.445431677	5.498025450	83.100000000
3	24.615061998	4.711548577	83.100000000
4	21.836108772	3.878824336	83.100000000
5	19.117334244	3.022376647	83.100000000
6	16.470704812	2.155776627	83.100000000
7	13.910024278	1.286842207	83.100000000
8	11.449749158	0.420639021	83.100000000
9	9.104433517	-0.439226989	83.100000000
10	6.888140372	-1.289180689	83.100000000
11	4.814439912	-2.125843755	83.100000000
12	2.895958691	-2.945015083	83.100000000
13	1.144435122	-3.741977299	83.100000000
14	-0.433324349	-4.503346552	83.100000000
15	-1.842385077	-5.194839586	83.100000000
16	-3.082593578	-5.796681639	83.100000000
17	-4.145337545	-6.308924184	83.100000000
18	-5.015776352	-6.746712555	83.100000000
19	-5.672598708	-7.135252345	83.100000000
20	-6.075233612	-7.503654281	83.100000000
21	-6.168748130	-7.813020550	83.100000000
22	-6.142266612	-7.919740067	83.100000000
23	-6.089407213	-8.018138388	83.100000000
24	-5.845916970	-8.245466216	83.100000000
25	-5.343161806	-8.480575791	83.100000000
26	-4.590300406	-8.659477444	83.100000000
27	-3.605886266	-8.742529165	83.100000000
28	-2.410614259	-8.692085823	83.100000000
29	-1.029013276	-8.477964299	83.100000000
30	0.514515317	-8.087563892	83.100000000
31	2.203547571	-7.534304858	83.100000000
32	4.034441307	-6.855986725	83.100000000
33	6.000554795	-6.072100135	83.100000000
34	8.090253038	-5.188343313	83.100000000
35	10.291703816	-4.211435355	83.100000000
36	12.592881564	-3.149027359	83.100000000
37	14.981436757	-2.009285545	83.100000000
38	17.444435907	-0.800189011	83.100000000
39	19.968122790	0.471175257	83.100000000
40	22.537309015	1.800221279	83.100000000
41	25.134111393	3.187976666	83.100000000
42	27.736768399	4.644421580	83.100000000
43	30.324390431	6.199729631	83.100000000
1	30.032143706	5.660853607	85.650000000
2	27.197187284	4.994678642	85.650000000
3	24.409279045	4.244827407	85.650000000
4	21.671514524	3.449130862	85.650000000
5	18.992690608	2.629646568	85.650000000
6	16.384679868	1.799607271	85.650000000
7	13.861114818	0.966573214	85.650000000
8	11.436241836	0.135410337	85.650000000
9	9.124396981	-0.690467724	85.650000000
10	6.939429458	-1.507661359	85.650000000
11	4.894703323	-2.312962399	85.650000000
12	3.002662431	-3.102347161	85.650000000
13	1.274880427	-3.871273228	85.650000000
14	-0.281860176	-4.606609947	85.650000000
15	-1.672260955	-5.274618616	85.650000000
16	-2.895993496	-5.855900269	85.650000000
17	-3.944584963	-6.350596365	85.650000000
18	-4.803568289	-6.773725090	85.650000000
19	-5.452204636	-7.150225845	85.650000000
20	-5.850834131	-7.509044400	85.650000000
21	-5.945146544	-7.812338281	85.650000000
22	-5.919954539	-7.917422722	85.650000000
23	-5.868784940	-8.014540334	85.650000000
24	-5.631326654	-8.239904822	85.650000000
25	-5.139166952	-8.475054179	85.650000000
26	-4.400769471	-8.657039217	85.650000000
27	-3.434033939	-8.746758449	85.650000000
28	-2.258981558	-8.707049248	85.650000000
29	-0.899465308	-8.508035000	85.650000000
30	0.620631728	-8.137094740	85.650000000
31	2.285039871	-7.607236163	85.650000000
32	4.089859498	-6.955566963	85.650000000
33	6.028417571	-6.201233920	85.650000000
34	8.089234883	-5.349747786	85.650000000
35	10.260630835	-4.407621608	85.650000000
36	12.530720936	-3.382267537	85.650000000
37	14.887306932	-2.281621087	85.650000000
38	17.317612739	-1.113416573	85.650000000
39	19.808064709	0.115487345	85.650000000
40	22.343701565	1.400702848	85.650000000
41	24.906959955	2.743379659	85.650000000
42	27.476539356	4.153494069	85.650000000
43	30.032143706	5.660853607	85.650000000
1	29.687830298	5.119943841	88.200000000
2	26.901787806	4.488764178	88.200000000
3	24.161222210	3.775172420	88.200000000
4	21.469473482	3.016239441	88.200000000
5	18.835346224	2.233527029	88.200000000
6	16.270592689	1.439914717	88.200000000
7	13.788647672	0.642701079	88.200000000
8	11.403522218	-0.153448234	88.200000000
9	9.129309185	-0.945309023	88.200000000
10	6.979620030	-1.729655322	88.200000000
11	4.967589508	-2.503446958	88.200000000
12	3.105456506	-3.262837078	88.200000000
13	1.404608869	-4.003459110	88.200000000
14	-0.128212793	-4.712451929	88.200000000
15	-1.497357278	-5.356678344	88.200000000
16	-2.702332669	-5.917147231	88.200000000
17	-3.734819075	-6.394086008	88.200000000
18	-4.580738317	-6.802353200	88.200000000
19	-5.219943516	-7.166570560	88.200000000
20	-5.613735841	-7.515449684	88.200000000
21	-5.708544417	-7.812235759	88.200000000
22	-5.684632410	-7.915505521	88.200000000
23	-5.635189092	-8.011162245	88.200000000
24	-5.404034295	-8.234083698	88.200000000
25	-4.923140766	-8.468638077	88.200000000
26	-4.200299369	-8.653016341	88.200000000
27	-3.252751481	-8.748727453	88.200000000
28	-2.099835279	-8.719161494	88.200000000
29	-0.764707432	-8.534811640	88.200000000
30	0.729299271	-8.183074910	88.200000000
31	2.366105039	-7.676538924	88.200000000
32	4.141580632	-7.051562422	88.200000000
33	6.049041355	-6.326918021	88.200000000
34	8.077185097	-5.507926078	88.200000000
35	10.214505095	-4.600889350	88.200000000
36	12.449281180	-3.612975299	88.200000000
37	14.769490017	-2.551882335	88.200000000
38	17.162537562	-1.425094137	88.200000000
39	19.615058116	-0.239237265	88.200000000
40	22.112343873	1.001497387	88.200000000
41	24.637178727	2.298370008	88.200000000
42	27.168751971	3.661324191	88.200000000
43	29.687830298	5.119943841	88.200000000
1	29.300984575	4.580721452	90.750000000
2	26.567866314	3.983788613	90.750000000
3	23.878638256	3.305848427	90.750000000
4	21.236859763	2.583164269	90.750000000
5	18.651320134	1.836777077	90.750000000
6	16.133628900	1.079201930	90.750000000
7	13.697001124	0.317474092	90.750000000
8	11.355191738	-0.443939965	90.750000000
9	9.122029671	-1.202001400	90.750000000
10	7.010869065	-1.953655150	90.750000000
11	5.034596478	-2.696026289	90.750000000
12	3.205227786	-3.425443951	90.750000000
13	1.533947993	-4.137717906	90.750000000
14	0.027444867	-4.820279369	90.750000000
15	-1.318288839	-5.440640556	90.750000000
16	-2.502613399	-5.980234363	90.750000000
17	-3.517375554	-6.439363806	90.750000000
18	-4.348897795	-6.832697837	90.750000000
19	-4.977638730	-7.184497589	90.750000000
20	-5.365898442	-7.523184592	90.750000000
21	-5.460934027	-7.813121572	90.750000000
22	-5.438280905	-7.914429583	90.750000000
23	-5.390577795	-8.008474614	90.750000000
24	-5.165904904	-8.228533876	90.750000000
25	-4.696772648	-8.461913860	90.750000000
26	-3.990326717	-8.648031853	90.750000000
27	-3.063150281	-8.749067474	90.750000000
28	-1.933894477	-8.729022940	90.750000000
29	-0.625005916	-8.558815615	90.750000000
30	0.840758270	-8.225895393	90.750000000
31	2.447539836	-7.742428148	90.750000000
32	4.191007191	-7.143978839	90.750000000
33	6.064480069	-6.448916911	90.750000000
34	8.056850777	-5.662370627	90.750000000
35	10.156804619	-4.790430084	90.750000000
36	12.352805072	-3.840014851	90.750000000
37	14.633023236	-2.818582301	90.750000000
38	16.985067617	-1.733362442	90.750000000
39	19.395801292	-0.590748164	90.750000000
40	21.850791349	0.605263807	90.750000000
41	24.333190677	1.856032625	90.750000000
42	26.822700115	3.171443882	90.750000000
43	29.300984575	4.580721452	90.750000000
1	28.887139112	4.048424286	93.300000000
2	26.209565075	3.484724945	93.300000000
3	23.574301776	2.841519142	93.300000000
4	20.985104384	2.154235467	93.300000000
5	18.450728267	1.443380020	93.300000000
6	15.982623663	0.721098778	93.300000000
7	13.593770636	-0.005834519	93.300000000
8	11.297654203	-0.733149353	93.300000000
9	9.107825670	-1.457986746	93.300000000
10	7.037369045	-2.177458360	93.300000000
11	5.098910325	-2.888850439	93.300000000
12	3.304230285	-3.588665193	93.300000000
13	1.664299678	-4.272887169	93.300000000
14	0.185745653	-4.929256382	93.300000000
15	-1.135110421	-5.525965911	93.300000000
16	-2.297495815	-6.044879640	93.300000000
17	-3.293433135	-6.486366445	93.300000000
18	-4.109650602	-6.864883203	93.300000000
19	-4.727216003	-7.204300528	93.300000000
20	-5.109451291	-7.532704269	93.300000000
21	-5.204503870	-7.815593493	93.300000000
22	-5.183081910	-7.914844820	93.300000000
23	-5.137113260	-8.007177114	93.300000000
24	-4.918995811	-8.224075273	93.300000000
25	-4.461889735	-8.455834402	93.300000000
26	-3.772325364	-8.643150252	93.300000000
27	-2.866236202	-8.748910757	93.300000000
28	-1.761592505	-8.737768605	93.300000000
29	-0.480129622	-8.581104418	93.300000000
30	0.955984219	-8.266452055	93.300000000
31	2.531136836	-7.805565424	93.300000000
32	4.240820336	-7.233191810	93.300000000
33	6.078370485	-6.567273482	93.300000000
34	8.032885868	-5.812747751	93.300000000
35	10.093256525	-4.975493028	93.300000000
36	12.248143228	-4.062181619	93.300000000
37	14.485925006	-3.080029488	93.300000000
38	16.794427087	-2.036013401	93.300000000
39	19.160755246	-0.936293550	93.300000000
40	21.570765228	0.215323660	93.300000000
41	24.007991702	1.420286857	93.300000000
42	26.452657870	2.688405418	93.300000000
43	28.887139112	4.048424286	93.300000000
1	28.460347650	3.527263772	95.850000000
2	25.839651501	2.995568268	95.850000000
3	23.259715173	2.385918481	95.850000000
4	20.724467604	1.732899879	95.850000000
5	18.242615397	1.056481119	95.850000000
6	15.825438232	0.368440920	95.850000000
7	13.485672154	-0.324703577	95.850000000
8	11.236524908	-1.018872635	95.850000000
9	9.091263117	-1.711380767	95.850000000
10	7.062694015	-2.399500588	95.850000000
11	5.163176751	-3.080674259	95.850000000
12	3.404250528	-3.751572371	95.850000000
13	1.796665532	-4.408350355	95.850000000
14	0.346982004	-5.039064137	95.850000000
15	-0.948165089	-5.612602808	95.850000000
16	-2.087882678	-6.111262630	95.850000000
17	-3.064373634	-6.535470902	95.850000000
18	-3.864770088	-6.899458382	95.850000000
19	-4.470744679	-7.226684978	95.850000000
20	-4.846642959	-7.544872918	95.850000000
21	-4.941547933	-7.820650016	95.850000000
22	-4.921322307	-7.917797383	95.850000000
23	-4.877064270	-8.008361371	95.850000000
24	-4.665482208	-8.221911970	95.850000000
25	-4.220459851	-8.451731896	95.850000000
26	-3.547942271	-8.639815384	95.850000000
27	-2.663229125	-8.749776371	95.850000000
28	-1.583624506	-8.746938016	95.850000000
29	-0.330162012	-8.603168603	95.850000000
30	1.075580959	-8.306110455	95.850000000
31	2.618254288	-7.867120656	95.850000000
32	4.293196916	-7.320122048	95.850000000
33	6.093769498	-6.682615553	95.850000000
34	8.009283548	-5.959351028	95.850000000
35	10.028841145	-5.155998841	95.850000000
36	12.141308561	-4.278987819	95.850000000
37	14.335280612	-3.335295326	95.850000000
38	16.598807563	-2.331648478	95.850000000
39	18.919245580	-1.273978387	95.850000000
40	21.282745991	-0.165906302	95.850000000
41	23.673230044	0.994097879	95.850000000
42	26.071444467	2.215755280	95.850000000
43	28.460347650	3.527263772	95.850000000
1	28.028549856	3.018830059	98.400000000
2	25.465248824	2.517798115	98.400000000
3	22.941198924	1.940383257	98.400000000
4	20.460481844	1.320332585	98.400000000
5	18.031742858	0.677082941	98.400000000
6	15.666083019	0.022052516	98.400000000
7	13.375989167	-0.638490783	98.400000000
8	11.174388378	-1.300651309	98.400000000
9	9.074259592	-1.961909820	98.400000000
10	7.088130699	-2.619693743	98.400000000
11	5.228091516	-3.271595198	98.400000000
12	3.505436889	-3.914447805	98.400000000
13	1.930693669	-4.544573362	98.400000000
14	0.510350995	-5.150347336	98.400000000
15	-0.758658572	-5.701359738	98.400000000
16	-1.875333933	-6.180334579	98.400000000
17	-2.832060242	-6.587750164	98.400000000
18	-3.616367699	-6.937601859	98.400000000
19	-4.210521631	-7.252929975	98.400000000
20	-4.579881299	-7.561070610	98.400000000
21	-4.674488177	-7.829759994	98.400000000
22	-4.655412451	-7.924784495	98.400000000
23	-4.612823999	-8.013550068	98.400000000
24	-4.407688784	-8.223626945	98.400000000
25	-3.974672153	-8.451257399	98.400000000
26	-3.319164102	-8.639739844	98.400000000
27	-2.455849156	-8.753423980	98.400000000
28	-1.401382988	-8.758314909	98.400000000
29	-0.176111222	-8.626783039	98.400000000
30	1.198975134	-8.346594389	98.400000000
31	2.708796740	-7.928719917	98.400000000
32	4.348558556	-7.406258453	98.400000000
33	6.111654598	-6.796267304	98.400000000
34	7.987612454	-6.103313383	98.400000000
35	9.965749850	-5.332863661	98.400000000
36	12.035143140	-4.491108948	98.400000000
37	14.184607196	-3.584792814	98.400000000
38	16.402421976	-2.620398463	98.400000000
39	18.676198056	-1.603633693	98.400000000
40	20.992385231	-0.537941092	98.400000000
41	23.335291485	0.578283342	98.400000000
42	25.686182631	1.754663820	98.400000000
43	28.028549856	3.018830059	98.400000000
1	27.595732403	2.523378719	100.950000000
2	25.089839795	2.051616783	100.950000000
3	22.621738422	1.505045898	100.950000000
4	20.195643235	0.916585615	100.950000000
5	17.820127544	0.305150472	100.950000000
6	15.506108031	-0.318192924	100.950000000
7	13.265819681	-0.947417478	100.950000000
8	11.111908043	-1.578804212	100.950000000
9	9.057063928	-2.209992496	100.950000000
10	7.113535674	-2.838557727	100.950000000
11	5.293143598	-3.462235504	100.950000000
12	3.606937545	-4.078016401	100.950000000
13	2.065220187	-4.682383089	100.950000000
14	0.674405775	-5.264030072	100.950000000
15	-0.568291686	-5.793247487	100.950000000
16	-1.661774003	-6.253180989	100.950000000
17	-2.598608670	-6.644353622	100.950000000
18	-3.366715575	-6.980519700	100.950000000
19	-3.948938975	-7.284292905	100.950000000
20	-4.311633289	-7.582610587	100.950000000
21	-4.405815508	-7.844286575	100.950000000
22	-4.387841699	-7.937187769	100.950000000
23	-4.346875359	-8.024142606	100.950000000
24	-4.148062646	-8.230663177	100.950000000
25	-3.726894108	-8.455903940	100.950000000
26	-3.088235208	-8.644462099	100.950000000
27	-2.246176427	-8.761425580	100.950000000
28	-1.216745577	-8.773485663	100.950000000
29	-0.019617863	-8.653523488	100.950000000
30	1.324793598	-8.389441666	100.950000000
31	2.801686000	-7.991838572	100.950000000
32	4.406148406	-7.492996427	100.950000000
33	6.131615280	-6.909529603	100.950000000
34	7.967831512	-6.245827609	100.950000000
35	9.904332111	-5.507159811	100.950000000
36	11.930406071	-4.699485834	100.950000000
37	14.035090443	-3.829321475	100.950000000
38	16.206897223	-2.902912823	100.950000000
39	18.433692920	-1.925750871	100.950000000
40	20.702225920	-0.901106162	100.950000000
41	22.997187936	0.172692692	100.950000000
42	25.300355720	1.305167235	100.950000000
43	27.595732403	2.523378719	100.950000000
1	27.165845723	2.041878269	103.500000000
2	24.716879416	1.597923122	103.500000000
3	22.304297129	1.080727407	103.500000000
4	19.932429964	0.522397245	103.500000000
5	17.609771306	-0.058664062	103.500000000
6	15.347050420	-0.651731685	103.500000000
7	13.156250549	-1.251010652	103.500000000
8	11.049737511	-1.852951078	103.500000000
9	9.039916151	-2.455343139	103.500000000
10	7.138757504	-3.055903067	103.500000000
11	5.357814481	-3.652502838	103.500000000
12	3.707893350	-4.242283023	103.500000000
13	2.199073630	-4.821880658	103.500000000
14	0.837691251	-5.380304385	103.500000000
15	-0.378774562	-5.888537994	103.500000000
16	-1.449137705	-6.330142082	103.500000000
17	-2.366145898	-6.705680029	103.500000000
18	-3.118098389	-7.028661939	103.500000000
19	-3.688401905	-7.321272057	103.500000000
20	-4.044387662	-7.610035010	103.500000000
21	-4.138056056	-7.864816802	103.500000000
22	-4.121139315	-7.955613253	103.500000000
23	-4.081744714	-8.040764549	103.500000000
24	-3.889098812	-8.243694225	103.500000000
25	-3.479542445	-8.466398573	103.500000000
26	-2.857448517	-8.654754872	103.500000000
27	-2.036337996	-8.774582763	103.500000000
28	-1.031635435	-8.793256232	103.500000000
29	0.137632133	-8.684171742	103.500000000
30	1.451617129	-8.435382902	103.500000000
31	2.895797566	-8.057136335	103.500000000
