Node_ID	X(mm)	Y(mm)	Z(mm)
43	0.007668479	0.005299062	0.042583636
44	0.008659623	0.006569711	0.042583636
45	0.009589113	0.007870061	0.042583636
1	0.009953903	0.007489184	0.044969091
2	0.008576983	0.006746323	0.044969091
3	0.007224900	0.005981032	0.044969091
4	0.005892644	0.005215527	0.044969091
5	0.004580553	0.004463627	0.044969091
6	0.003293021	0.003732584	0.044969091
7	0.002036641	0.003025801	0.044969091
8	0.000819014	0.002344621	0.044969091
9	-0.000351943	0.001689392	0.044969091
10	-0.001468360	0.001060033	0.044969091
11	-0.002522577	0.000456321	0.044969091
12	-0.003507202	-0.000121998	0.044969091
13	-0.004415097	-0.000675165	0.044969091
14	-0.005239303	-0.001203405	0.044969091
15	-0.005972895	-0.001706931	0.044969091
16	-0.006608717	-0.002185897	0.044969091
17	-0.007138903	-0.002640212	0.044969091
18	-0.007554104	-0.003068829	0.044969091
19	-0.007842863	-0.003467265	0.044969091
20	-0.007993831	-0.003820996	0.044969091
21	-0.008018420	-0.004095586	0.044969091
22	-0.007982376	-0.004257945	0.044969091
23	-0.007960943	-0.004309323	0.044969091
24	-0.007933895	-0.004360385	0.044969091
25	-0.007827002	-0.004495930	0.044969091
26	-0.007590158	-0.004656635	0.044969091
27	-0.007208253	-0.004773759	0.044969091
28	-0.006700308	-0.004829385	0.044969091
29	-0.006081223	-0.004811522	0.044969091
30	-0.005364458	-0.004705427	0.044969091
31	-0.004563336	-0.004503776	0.044969091
32	-0.003690089	-0.004203532	0.044969091
33	-0.002755888	-0.003804097	0.044969091
34	-0.001771092	-0.003306404	0.044969091
35	-0.000745440	-0.002712518	0.044969091
36	0.000311849	-0.002025470	0.044969091
37	0.001392055	-0.001249190	0.044969091
38	0.002486981	-0.000388468	0.044969091
39	0.003589007	0.000551101	0.044969091
40	0.004691116	0.001563255	0.044969091
41	0.005786860	0.002641357	0.044969091
42	0.006870190	0.003778956	0.044969091
43	0.007935087	0.004970736	0.044969091
44	0.008974950	0.006214001	0.044969091
45	0.009953903	0.007489184	0.044969091
1	0.010286007	0.007122860	0.047354545
2	0.008882564	0.006416627	0.047354545
3	0.007503272	0.005687225	0.047354545
4	0.006143769	0.004957132	0.047354545
5	0.004804806	0.004240248	0.047354545
6	0.003490996	0.003543765	0.047354545
7	0.002209052	0.002870938	0.047354545
8	0.000966638	0.002222916	0.047354545
9	-0.000228296	0.001599830	0.047354545
10	-0.001367857	0.001001379	0.047354545
